GrantNumber,OutputId,Title,Abstract,PersistentIdentifier,PublicationDate,RepositoryLink,RepositoryName
165546,864CCFEB-3F58-432C-9B44-2CCE25170900,"Dataset and Scripts ""An Evaluation of Open-Source Software Microbenchmark Suites for Continuous Performance Assessment""",nan,https://doi.org/10.6084/m9.figshare.5982253.v1,2018-03-14,https://figshare.com/articles/Dataset_and_Scripts_An_Evaluation_of_Open-Source_Software_Microbenchmark_Suites_for_Continuous_Performance_Assessment_/5982253/1,Figshare
165546,F82E1251-E997-4B42-80E7-3003861AE44E,"Dataset, Scripts, and Online Appendix ""Software Microbenchmarking in the Cloud. How Bad is it Really?""",nan,https://doi.org/10.6084/m9.figshare.7546703.v1,2019-01-07,https://figshare.com/articles/Dataset_Scripts_and_Online_Appendix_Software_Microbenchmarking_in_the_Cloud_How_Bad_is_it_Really_/7546703,Figshare
176222,9D75B8E2-7FA2-416D-A6FB-FF40E578C105,Dynamic visual sequences of fearful faces,"The video is available as the original Amygdala.avi. This Presentation experiment reads the video. It displays the video in the original sequences and - interleaved - a repeated 2s baseline. Display is accompanied by trigger LPT port output. 213 2020 116705 ---- Schacher M, Haemmerle B, Woermann FG, Okujava M, Huber D, Grunwald T, Kramer G, Jokeit H. Amygdala fMRI lateralizes temporal lobe epilepsy. Neurology. 2006;66:81-7. https://doi.org/10.1212/01.wnl.0000191303.91188.00 ---- produced the video: ""To activate the amygdala, we developed a paradigm utilizing visual presentations of dynamic fearful faces. Stimuli were presented in a block design. The paradigm consisted of eight activation and eight baseline blocks each lasting 24 seconds. The activation condition consisted of 75 brief episodes (2 to 3 seconds) from thriller and horror films. All episodes showed the faces of actors who were expressing fear with high intensity. None of the episodes showed violence or aggression. Quality and applicability of film sequences were evaluated by an expert panel consisting of nine psychologists. Of an initial collection of 120 scenes, only sequences that were considered appropriate by the majority of the expert panel were extracted for the paradigm. Evaluation criteria were as follows: 1) actor’s face is clearly visible; 2) emotion displayed is clearly recognizable as fear; 3) fear is the only clearly recognizable emotion (no other emotion, e.g., anger, sadness, surprise, is displayed); and (4) the fear displayed is of high intensity. During baseline blocks, 72 short episodes of similar length (2 to 3 seconds) with dynamic landscape video recordings were presented. Video clips of dull domestic landscapes were used owing to their stable low emotional content while their general visual stimulus properties were comparable with the movie clips. Frequency and duration of the sequences (2 to 3 seconds) were matched for activation and control conditions.""",http://www.neurobs.com/ex_files/expt_view?id=283,2020-04-18,https://www.neurobs.com/ex_files/expt_view?id=283,Neurobehavioral Systems
162593,ED1C1541-91E4-4FAA-9381-70E7845814CB,Enhanced  ultrafast relaxation rate in the Weyl semimetal phase of MoTe2 measured by time- and angle-resolved photoelectron spectroscopy,nan,DOI,,https://doi.org/10.24435/materialscloud:ws-za,Materials Cloud
162593,EDBCE9C7-5C7C-4898-8040-CBC236A2E01B,Persistence of a surface state arc in the topologically trivial phase of MoTe2,nan,DOI,,https://doi.org/10.24435/materialscloud:1m-6f,Materials Cloud
162593,974F9645-EAC6-4DE8-B8E9-EE34242C261B,Time-resolved  ARPES at LACUS: band structure and ultrafast electron dynamics of solids,nan,DOI,,https://doi.org/10.24435/materialscloud:jy-5c,Materials Cloud
175953,2E1DDC86-D63A-4C7E-B319-EDFF172F45BF,Micrometer-resolution X-ray tomographic imaging of a complete intact post mortem juvenile rat lung,"In the associate article to these data sets, we present an X-ray tomographic imaging method that is well suited for pulmonary disease studies in animal models, to resolve the full pathway from gas intake to gas exchange. Current state-of-the-art synchrotron-based tomographic phase-contrast imaging methods allow for three-dimensional microscopic imaging data to be acquired non-destructively in scan times of the order of seconds with good soft tissue contrast. However, when studying multi-scale hierarchically structured objects, such as the mammalian lung, the overall sample size typically exceeds the field of view illuminated by the X-rays in a single scan, and the necessity for achieving a high spatial resolution conflicts with the need to image the whole sample. Several image-stitching and calibration techniques to achieve extended high-resolution fields of view have been reported, but those approaches tend to fail when imaging non-stable samples, thus precluding tomographic measurements of large biological samples, which are prone to degradation and motion during extended scan times. In this work, we demonstrate a full-volume three-dimensional reconstruction of an intact rat lung under immediate post mortem conditions and at an isotropic voxel size of (2.75 µm)^3. We present the methodology for collecting multiple local tomographies with 360 degree extended field of view scans followed by locally non-rigid volumetric stitching. Applied to the lung, it allows to resolve the entire pulmonary structure from the trachea down to the parenchyma in a single dataset. For related publication see https://link.springer.com/article/10.1007/s00418-020-01868-8",https://doi.org/10.16907/7eb141d3-11f1-47a6-9d0e-76f8832ed1b2,2020-03-18,https://doi.psi.ch/detail/10.16907/7eb141d3-11f1-47a6-9d0e-76f8832ed1b2,PSI Public Data Repository
165481,261CAEF0-4D24-4E5A-B919-23909BC82FBC,Resting-state EEG recordings in 20-30-year-old and 65-75-year-old healthy humans,nan,10.5281/zenodo.3875159,2021-06-03,https://zenodo.org/record/3875159#.Yh8-OS8w1qs,Zenodo
185390,10EC7C55-BD99-49F6-907B-F85662E10A09,Kinase interaction network expands functional and disease roles of human kinases,Datasets will be deposited upon publication.Other datasets:SEC-SWATH dataset timecourse after triggering apoptosis with staurosporineSEC-SWATH dataset timecourse after triggering apoptosis with FasTMT-TAILS apoptosis dataset after triggering cells with FAs  or staurosporine,nan,,https://sec-explorer.shinyapps.io/Kinome_interactions/,nan
159379,2E36FF91-AC3C-42B2-848E-A548C1895EE1,Making New Year’s Resolutions that Stick,"Data and R Code for the paper ""Making New Year's Resolutions that Stick: Exploring how Superordinate and Subordinate Goals Motivate Goal Pursuit"".BackgroundNew Year's Eve is a time when people make resolutions, but, more often than not, fail to achieve them. Previous research highlighted the positive effect of subordinate goals in goal pursuit. We argue that combining superordinate and subordinate goals contributes to successful goal pursuit, especially in the long run. We test whether a simultaneous focus on both goal types helps people to keep their resolutions.MethodsUsing a 2 × 2 between‐subjects design, participants (N = 256) formulated a resolution from which they derived either a superordinate (yes/no) or a subordinate goal (yes/no). The control group focused exclusively on a self‐set resolution. Main outcome measures were effort in goal pursuit and intentions to further pursue the goal after 3 months.ResultsFocusing on superordinate and subordinate goals increased the amount of effort invested in goal pursuit. A group difference was found only between the group focusing on both goal types and the group focusing on a superordinate goal. No statement could be made about intentions for further goal pursuit and processes by which goal type affects goal pursuit.ConclusionThe study provides preliminary insights into how combining superordinate and subordinate goals may be a helpful strategy to pursue long‐term goals.",10.17605/OSF.IO/VRWZP,2019-06-24,https://osf.io/vrwzp/?view_only=fb0c5b5552fe43a382fbec5f987daff1,Open Science Framework
156244,B8DFD4A8-FC8D-459B-BE10-18292520D8AC,"Northwest Africa’s Ediacaran to early Cambrian fossil record, its oldest metazoans and age constraints for the basal Taroudant Group (Morocco)",nan,10.1016/j.precamres.2018.11.016.,2019-01-01,https://doi.org/10.1016/j.precamres.2018.11.016.,Appendix A. Supplementary data
169208,F94BCA33-B8A2-40DC-B1F4-D2BDAEA9572A,Averaged data,nan,10.17605/OSF.IO/ETGBS,2020-05-25,https://osf.io/etgbs/,OSF
169786,5F367E7F-F369-45C6-9E74-FC250574D04A,relefant - 210305_BASIC_final_label_OSF,"We published the datafile with collected data from the pre-, post- and follow-up tests (questionnaire and child testing data) inluding two corresponding scale documentations",https://osf.io/5px3d/,2021-03-27,https://osf.io/5px3d/,OSF
169883,8B68F74B-C0A8-4EB6-A610-F12169FC526C,site internet: videoartfestival.ch,https://videoartfestival.ch/,https://videoartfestival.ch/,,https://videoartfestival.ch/,https://videoartfestival.ch/
163446,85841707-D06D-43B2-9857-3665FBA0D537,Assembly: GCA_902810595.1,nan,GCA_902810595.1,,https://www.ebi.ac.uk/ena/browser/view/GCA_902810595.1,ENA
163446,67C85C20-84FD-4E4F-AA40-B077B0F184EB,Raw sequence reads: Genomic insights into the vulnerability of sympatric whitefish species flocks,nan,PRJNA485027,2018-08-08,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485027/,SRA
163446,7FFF6A75-A0FA-49F7-9D19-C8395C53D22C,Data from: Genomic insights into the vulnerability of sympatric whitefish species flocks,nan,DOI:10.1111/mec.14977,2018-11-29,https://doi.org/10.1111/mec.14977,Dryad
163446,20877924-81F2-42BB-98B8-D25938FE7901,"Supplemental Material for De-Kayne and Feulner, 2018",nan,DOI: 10.25387/g3.7093799.v1,2018-10-08,https://doi.org/10.25387/g3.7093799.v1,figshare
163446,466F71E9-D3CB-49EE-A307-EAC3CC48767A,Raw reads: WFgenomeIlluminaRawdata,nan,Run accession: ERR4093748,,https://www.ebi.ac.uk/ena/browser/view/ERR4093748,ENA
172933,09EA9BD8-B820-460C-A9F8-EB8B699D65AD,Resources Materials zu Gaffurius's Libroni,nan,https://www.gaffurius-codices.ch/s/portal/page/ResMaterials,,https://www.gaffurius-codices.ch/s/portal/page/ResMaterials,https://www.gaffurius-codices.ch
172933,5F8AC3D2-CC24-48E1-9AA0-22C188FBAAE0,Inventory of Gaffurius's Libroni (Archivio Musicale della Veneranda Fabbrica del Duomo),nan,https://www.gaffurius-codices.ch/s/portal/page/inventory,2019-03-04,https://www.gaffurius-codices.ch/,Gaffurius Codices ONline
172933,A8DE6615-DA6F-499F-82BE-25BE1052FD03,Motet Cycles Edition (Critical Digital Editiion),nan,https://www.gaffurius-codices.ch/s/portal/page/editions,2021-03-04,https://www.gaffurius-codices.ch/s/portal/page/editions,https://www.gaffurius-codices.ch/
175720,F1BA3256-3D1A-4DAE-95C4-AB503D16582C,Written and spoken digits database for multimodal learning,"The written and spoken digits database is not a new database but a constructed database from existing ones, in order to provide a ready-to-use database for multimodal fusion [1].The written digits database is the original MNIST handwritten digits database [2] with no additional processing. It consists of 70000 images (60000 for training and 10000 for test) of 28 x 28 = 784 dimensions.The spoken digits database was extracted from Google Speech Commands [3], an audio dataset of spoken words that was proposed to train and evaluate keyword spotting systems. It consists of 105829 utterances of 35 words, amongst which 38908 utterances of the ten digits (34801 for training and 4107 for test). A pre-processing was done via the extraction of the Mel Frequency Cepstral Coefficients (MFCC) with a framing window size of 50 ms and frame shift size of 25 ms. Since the speech samples are approximately 1 s long, we end up with 39 time slots. For each one, we extract 12 MFCC coefficients with an additional energy coefficient. Thus, we have a final vector of 39 x 13 = 507 dimensions. Standardization and normalization were applied on the MFCC features.To construct the multimodal digits dataset, we associated written and spoken digits of the same class respecting the initial partitioning in [2] and [3] for the training and test subsets. Since we have less samples for the spoken digits, we duplicated some random samples to match the number of written digits and have a multimodal digits database of 70000 samples (60000 for training and 10000 for test).The dataset is provided in six files as described below. Therefore, if a shuffle is performed on the training or test subsets, it must be performed in unison with the same order for the written digits, spoken digits and labels.",10.5281/zenodo.4452953,2020-10-01,https://zenodo.org/record/4452953#.YV1qDXvRaV5,Zenodo
179207,7C12DE74-1687-4F44-B20A-A0FCED095385,The Complexity of Self-Regulation in Daily Life: Investigating Three Types of Self-Control Conflicts and the Self-Regulatory Strategies People use to Deal with them,nan,https://doi.org/10.17605/OSF.IO/V546C,2021-12-20,https://osf.io/v546c/,Open Science Framework
149451,77B33C5F-D45F-4D36-A12B-FE92C2DE38BC,Assessing the Robustness of Power PosingNo Effect on Hormones and Risk Tolerance in a Large Sample of Men and Women,nan,https://doi.org/10.1177/0956797614553946,2015-03-23,https://osf.io/6akvt/files/,Open Science Foundation
165933,1CDD2C54-F1EF-4747-BB7A-1953B70413A7,Electrically pumped photonic integrated soliton microcomb,nan,10.5281/zenodo.2203625,2019-12-08,https://doi.org/10.5281/zenodo.2203625,ZENODO
165933,510436FC-B786-41FE-8816-1DF9E449AC9B,Dynamics of soliton crystals in optical microresonators,nan,10.5281/zenodo.2809645,2019-10-09,https://doi.org/10.5281/zenodo.2809645,ZENODO
165933,5E992354-8F83-47E7-B7D6-1F05BCD1718F,Photonic chip-based soliton frequency combs covering the biological imaging window,nan,10.5281/zenodo.1149180,2018-12-20,https://doi.org/10.5281/zenodo.1149180,ZENODO
165933,1CAFB763-ED9B-4463-9B60-220AD324320C,Integrated gallium phosphide nonlinear photonics,nan,10.5281/zenodo.3371313,2020-01-25,https://doi.org/10.5281/zenodo.3371313,ZENODO
165933,8B441C4E-8B80-4FA7-AF25-F82388621086,Breathing dissipative solitons in optical microresonators,nan,10.5281/zenodo.823538,2017-12-29,https://doi.org/10.5281/zenodo.823538,ZENODO
165933,08EC315B-EF61-46A0-B11C-CD8BA4A20F62,Ultralow-power chip-based soliton microcombs for photonic integration,nan,10.5281/zenodo.1412765,2018-10-19,https://doi.org/10.5281/zenodo.1412765,ZENODO
165933,B6326156-4A7A-4EE4-A6CC-DB5417E8A270,Intermode Breather Solitons in Optical Microresonators,nan,10.5281/zenodo.1043981,2017-12-06,https://doi.org/10.5281/zenodo.1043981,ZENODO
160665,577FDFEE-CA05-44DA-83EE-A6DB584E6490,Combining Electromyography and Tactile Myography to Improve Hand and Wrist Activity Detection in Prostheses,"Experiment 1 is a real-time goal-reaching experiment. Tactile myography (TMG) was used to measure the muscles activations during finger and wrist movements. 54 tasks were administrated to 9 intact participants (6 movements used for training at 3 activation levels, repeated 3 times). Half of the participants began with Ridge regression (RR), while the other half began with Gaussian process regression (GPR). For each task, a virtual hand model would perform a movement to either one-third, two-third or full activation. The participant controlled a second hand model and were asked to have it mimic the action of the first one.In experiment 2, the participants were asked to imitate the movement of a hand model. They were presented three times the same sequence of six movements. The data consist in surface electromyography (sEMG) and TMG measurement. They were recorded during the whole cycle of each stimuli in order to obtain the whole range of activation from rest to complete finger and wrist movement.",-,2017-08-11,https://www.idiap.ch/paper/mdpi/,Combining Electromyography and Tactile Myography to Improve Hand and Wrist Activity Detection in Prostheses
173094,172C7599-0625-46E7-B9F7-F0C55044D86E,Untargeted metabolomics links glutathione to bacterial cell cycle progression.,nan,MTBLS1402,2020-10-15,https://www.ebi.ac.uk/metabolights/,Metabolights
173094,7A9083AA-87F5-49AE-8DA9-DD36CA7D69C7,X-ray crystal structure of the formyltransferase/hydrolase complex (FhcABCD) from Methylorubrum extorquens in complex with methylofuran,nan,10.2210/pdb6S6Y/pdb,2019-12-04,https://www.rcsb.org/,Protein Data Bank
173094,D6110FDC-7197-4A18-98CD-EA02DD534D27,Use of rare-earth elements in the phyllosphere colonizer Methylobacterium extorquens PA1,nan,PXD011842,2019-01-21,https://www.omicsdi.org/dataset/pride/,PRIDE (Proteomics Identification Database)
173169,9E9E90BE-39A5-4549-AC17-E6365382DFDF,A bi-terminal protein ligation strategy to probe chromatin structure during DNA damage - Fig. 4d,nan,10.5281/zenodo.1477022,,https://doi.org/10.5281/zenodo.1477022,Zenodo
173169,30E60921-146D-4FC5-A2BD-195F0FB46EA1,Chromatin fiber invasion and nucleosome displacement by the Rap1 transcription factor\_Figure5f\_2,nan,10.5281/zenodo.3270478,,https://doi.org/10.5281/zenodo.3270478,Zenodo
173169,9B54F705-D179-46D3-AB9B-28E6010B708F,A bi-terminal protein ligation strategy to probe chromatin structure during DNA damage - Fig. 4f,nan,10.5281/zenodo.1477024,,https://doi.org/10.5281/zenodo.1477024,Zenodo
173169,6F2F1A26-084E-4D2D-BFF2-35A9F2E87E13,Single-molecule FRET reveals multiscale chromatin dynamics modulated by HP1α-Fig. 2def,nan,10.5281/zenodo.1069675,,https://doi.org/10.5281/zenodo.1069675,Zenodo
173169,6706CD05-A075-46CF-A5FD-5D054A501F15,Chromatin fiber invasion and nucleosome displacement by the Rap1 transcription factor\_FigureS6,nan,10.5281/zenodo.3270526,,https://doi.org/10.5281/zenodo.3270526,Zenodo
173169,0DAF6D40-DD08-4BBF-999C-632C1D5A55A4,A bi-terminal protein ligation strategy to probe chromatin structure during DNA damage - Fig. 4e,nan,10.5281/zenodo.1477026,,https://doi.org/10.5281/zenodo.1477026,Zenodo
173169,1F750A18-3AF5-4F1D-8BC3-683BAA5A3D8A,"Chromatin fiber invasion and nucleosome displacement by the Rap1 transcription factor\_Fig.2,3,S3,S4,S7",nan,10.5281/zenodo.3260205,,https://doi.org/10.5281/zenodo.3260205,Zenodo
173169,F01FFD8D-3D70-4A0B-B9F1-F96E22F3C715,GEO Series GSE134143,nan,GSE134143,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134143,GEO
173169,4641C253-BC76-4C38-A983-FFF45204886C,Single-molecule FRET reveals multiscale chromatin dynamics modulated by HP1α-Fig. 7cde,nan,10.5281/zenodo.1069677,,https://doi.org/10.5281/zenodo.1069677,Zenodo
162882,5E94C3F4-BF1B-47C0-848D-AE62DB5868BD,A high-frequency and high-resolution image time series of the Gornergletscher - Swiss Alps - derived from repeated UAV surveys,"This dataset is based on aerial photographs of the Gornergletscher glacial system (Switzerland) collected during ten intensive UAV surveys carried out approximately every two weeks throughout the summer 2017.The final products consist in a series of 10 cm resolution ortho-images, Digital Elevation Models of the glacier surface, and Matching Maps that can be used to quantify ice surface displacements.",10.5281/zenodo.2630456,,https://zenodo.org/record/2630456,A high-frequency and high-resolution image time series of the Gornergletscher - Swiss Alps - derived from repeated UAV surveys
165963,E59609BD-43BF-4AA8-BEB4-D6A610AE78A6,DICER controls macrophage polarization and tumor response to immunotherapy,"RNA sequencing dataTumor-associated macrophages (TAMs) have immunosuppressive capacity in mouse models of cancer. Here we show that the genetic deletion of the microRNA (miRNA)-processing enzyme DICER in TAMs broadly programs them to a CD11c+MRC1−/low M1-like immunostimulatory phenotype characterized by activated interferon-γ (IFN-γ)/STAT1/IRF signaling. M1-like TAM programming fostered the recruitment of cytotoxic T-cells (CTLs), including tumor-antigen-specific CTLs, inhibited tumor growth, and enhanced the efficacy of PD1 checkpoint blockade. Bioinformatics analysis of TAM transcriptomes identified a limited set of miRNAs putatively involved in TAM programming. Re-expression of Let-7 in Dicer-deficient TAMs was sufficient to partly rescue the M2-like (protumoral) TAM phenotype and abate tumor CTL infiltration. Targeted suppression of DICER activity in TAMs may, therefore, stimulate antitumor immunity and enhance the efficacy of cancer immunotherapy.",GSE76356,2016-07-01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76356,NCBI GEO
159897,9FE944CB-CAC2-43A9-B782-AE4BC754B668,Observation of Stimulated Brillouin Scattering in Silicon Nitride Integrated Waveguides,"1. Comsol optical and acoustic modes (infinite cladding) simulation file.2. Waveguide transmission spectrum.3. Measurement results.4. Comsol full simulation file, including the top silica/air interface and the bottom silica/silicon interface.",SiN_SBS_data,2019-12-15,https://zenodo.org/record/3568424#.XhCXKvx7lPY,Zenodo
159975,4501E954-DA8B-4C8D-ACD7-6D6DC55E21CF,High-power OPCPA generating 1.7 cycle pulses at 2.5 µm - dataset,nan,10.3929/ethz-b-000299062,2018-10-26,https://www.research-collection.ethz.ch/,ETH Zurich Research Collection
162948,9E6DDCCB-8F28-4D13-881D-A68A276210D2,Gemeindemonitoring der Schweizer Gemeinden,"Im Rahmen des Schweizer Gemeindemonitorings werden seit 1988 der Zustand sowie die Entwicklung der Schweizer Gemeinden untersucht. Bei der Gesamterhebung stehen Fragen zur Leistungsfähigkeit, zu Reformen sowie zum politischen System im Vordergrund. Dazu werden die Schweizer Gemeindeschreiberinnen und Gemeindeschreiber sowie die Exekutivmitglieder in periodischen Abständen von rund 6 Jahren befragt. Diese Befragungen werden von der ZHAW in Zusammenarbeit mit dem IDHEAP Lausanne (bzw. Vorgängerinstitutionen) durchgeführt. Da die Befragung bereits zum sechsten Mal durchgeführt wurde, sind sowohl Quer- (einzelne Jahre) als auch Längsschnittanalysen (über die verschiedenen Datensätze hinweg) möglich.",10.23662/FORS-DS-1116-1,2019-11-22,https://forsbase.unil.ch/dataset/download-consumer/16497/1889/?csrfmiddlewaretoken=UIdPuosOngdkxjV9mJnoiSVa8U7XPrKSwa8p566ZS8FRo46GFAv0KCq68AyIw99D&btn_download_questions=T%C3%A9l%C3%A9charger+les+donn%C3%A9es,FORSbase
170964,E52DF546-D88B-4BB9-92CB-59F341B235D7,"Knowledge-intensive firms, connectivity and spatial restructuring: dynamics and differences in Germany and Switzerland","This dataset is based on the interlocking network model developed by the Globalization and World Cities Study Group (GaWC) at Loughborough University (Taylor 2004). It provides one specific way to address the question how inter‐city relations can be empirically measured despite the chronic lack of data on inter‐city information flows. The model uses a proxy - intra‐firm networks of multi‐branch, multi‐location enterprises - to estimate potential flows of knowledge‐creating information between cities and towns. The method was originally developed to measure the connectivity between global cities based on multi‐branch advanced producer services (APS) firms as they organize business activities across their offices worldwide. In this dataset, the model is adapted to measure relations between functional urban areas (FUAs) within and beyond the German and Swiss space economy, for both APS and High-Tech firms. In contrast to the original methodology, in this dataset the company locations were localized by the exact, georeferenced address, not only on the level of FUAs.",10.5281/zenodo.5055713,2021-07-02,https://doi.org/10.5281/zenodo.5040740,Zenodo
175498,7E2BC218-949E-4050-8F38-6B5B2E458D9C,Demonstration of Two-Color X-ray Free-Electron Laser Pulses with a Sextupole Magnet,"In compliance with guidelines from SNSF (Swiss National Science Foundation), we upload the raw data that belongs to a publication we submitted to Physical Review Accelerators and Beams.The dataset also contains the analysis scripts used to produce most of the plots we show in the publication.",10.5281/zenodo.3559715,2019-12-02,https://doi.org/10.5281/zenodo.3559715,Zenodo
159402,999CE928-2683-4600-85B7-1DE4BC341662,Audiovisual speech perception and word learning at 30 months,nan,10.7910/DVN/NZDQUV,2019-11-06,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NZDQUV&version=DRAFT,Dataverse
159254,1A910283-E899-4758-8E3A-5BCD8F2499D2,"A Low-Cost, Multi-Sensor System to Monitor Temporary Stream Dynamics in Mountainous Headwater Catchments",The supplementary material of the publication contains the:*) 3D-print object: Housing for the float switch sensor*) 3D- print object: Platform for the float switch sensor*) 3D-print object: Pipe fitting for the flow sensor*) Operating program for the multi-sensor monitoring system,https://doi.org/10.3390/s19214645,2019-11-25,https://www.mdpi.com/1424-8220/19/21/4645/s1,Supplementary material of the publication
169544,2E63F362-0E04-4C27-80FC-D3BE0CA3CFD3,FASTQ files of RNAseq Data in the Maternal Immune Activation Model,nan,PRJEB12581,2017-01-01,https://www.ebi.ac.uk/ena/data/search?query=PRJEB12581,European Nucleotide Archive
159637,4C4E3426-084D-4141-BFF7-FA63B7DED0CF,"EZH2 oncogenic mutations drive epigenetic, transcriptional, and structural changes within chromatin domains",Chromatina conformation and ChIP sequencing data of lymphoma cells,10.1038/s41588-018-0338-y,2019-03-28,https://doi.org/10.5281/zenodo.1244182,Zenodo
173125,05167454-DE91-4FF0-BCBC-6E2AC5FE9726,Higher-Order Thalamocortical Inputs Gate Synaptic Long-Term Potentiation via Disinhibition,This repository contains the data used to generate the figures,10.5281/zenodo.3922200,2019-01-01,https://zenodo.org/communities/holtmaat-lab-data/,"Data set for ""Higher-Order Thalamocortical Inputs Gate Synaptic Long-Term Potentiation via Disinhibition"""
173125,F4623B7A-AFC8-451C-BEB4-B0BC8321E446,Dynamic perceptual feature selectivity in primary somatosensory cortex upon reversal learning,This repository contains the data used to generate the figures and well as the main codes that were used for analyses.,10.5281/zenodo.3824493,2020-12-26,https://zenodo.org/record/3824493#.XvozXfJS_Fw,"Data set for ""Dynamic perceptual feature selectivity in primary somatosensory cortex upon reversal learning"""
172723,E3468E0D-C78A-4218-83D8-FE31F2ED5E02,character_growth_covid_data.Rda,nan,10.17605/OSF.IO/ATC48,,https://osf.io/atc48/,Open Science Framework
159562,BFF9EC60-EE50-4878-B82C-C66C53CB08E0,Cross Sections Relevant for Cosmochemical Applications,"Cross sections for proton-, neutron-, and alpha-induced reactions relevant for geo- and cosmochemical applications. The first column gives the energy in MeV, the second column gives the uncertainties of the energy (also in MeV), the third column gives the cross section in (mb) and the fourth column gives the uncertainty of the cross section (also in mb). The last column gives a label, which bis either for the computer code use for modelling (INCL, Talys, ..) or is an acronym for the reference. (2020-12-01)",https://doi.org/10.7910/DVN/IXZU6I,2020-12-16,https://doi.org/10.7910/DVN/IXZU6I,Harvard data verse
159562,CFA79946-2A9F-4A86-813E-D2AACBE68C57,Particle spectra for L-chondritesR =45 cm variable solar modulation function M,"Differential particle spectra for protons, neutrons, and alpha-particles for L-chondrites with a pre-atmospheric radius of 45 cm and variable solar modulation potential (between 100 MV - 1000 MV in steps of 50 MV). The particle spectra are in the unit [cm2 s MeV]^-1. (2020-10-14)",https://doi.org/10.7910/DVN/SDVHT5,2020-10-29,https://doi.org/10.7910/DVN/SDVHT5,Harvard Dataverse
166412,AE47C03C-327D-4DBA-A194-42D2D4493D2F,Single-cell RNA-Seq data and bulk RNA-Seq data,"Despite effective treatment, HIV can persist in latent reservoirs, which represent a major obstacle towards HIV eradication. Targeting and reactivating latent cells is challenging due to the heterogeneous nature of HIV infected cells. Here, we used a primary model of HIV latency and single-cell RNA sequencing to characterize transcriptional heterogeneity during HIV latency and reactivation. Our analysis identified transcriptional programs leading to successful reactivation of HIV expression. We further validated our results using primary CD4+ T cells isolated from HIV+ individuals.",GSE111727,2018-03-13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111727,NCBI Gene Expression Omnibus (GEO)
166412,15DC6A48-D7D3-47AA-9A2E-7092933BA35A,Proteomic and phosphoproteomic data,"Throughout the HIV-1 replication cycle, complex host-pathogen interactions take place in the infectedcell, leading to the production of new virions. The virus modulates the host cellular machinery in orderto support its life cycle, while counteracting intracellular defense mechanisms. We investigated thedynamic host response to HIV-1 infection by systematically measuring transcriptomic, proteomic,and phosphoproteomic expression changes in infected and uninfected SupT1 CD4+ T cells at five timepoints of the viral replication process. By means of a Gaussian mixed-effects model implemented in thenew R/Bioconductor package TMixClust, we clustered host genes based on their temporal expressionpatterns. We identified a proteo-transcriptomic gene expression signature of 388 host genes specificfor HIV-1 replication. Comprehensive functional analyses of these genes confirmed the previouslydescribed roles of some of the genes and revealed novel key virus-host interactions affecting multiplemolecular processes within the host cell, including signal transduction, metabolism, cell cycle, andimmune system. The results of our analysis are accessible through a freely available, dedicated and userfriendly R/Shiny application, called PEACHi2.0. This resource constitutes a catalogue of dynamic hostresponses to HIV-1 infection that provides a basis for a more comprehensive understanding of virushostinteractions.https://www.omicsdi.org/dataset/pride/PXD005810; https://www.ebi.ac.uk/pride/archive/projects/PXD005810",PXD005810,2017-01-30,https://www.omicsdi.org/dataset/pride/PXD005810,ProteomeXchange database on PRIDE repository
176148,9AA7E1E4-B970-4E42-A942-2D1F47198CF4,refa15,"La base vise à mettre à jour un dictionnaire des artistes actifs entre Chalon, Lyon, Genève et Chieri au milieu du XVe siècle.",Handle,2017-12-01,https://www.refa15.com,refa15
172684,166CAB27-1CEB-4592-BD32-34EF6A386B72,Interface Haptics Datasets,Research on interface haptics in human-computer interaction and consumer research.,https://osf.io/24d9w/,2020-12-19,https://osf.io/24d9w/,Open Science Framework
173222,73E2FFA8-C5F2-4A6B-8AD2-2E436CFC3A3E,MR Spectra from rat hippocampus with LCModel quantification and the corresponding basis set,"This folder contains the LCModel quantifications of spectra acquired in hippocampus from 7 rats. The spectra were quntified using six different DKNTMN (spline stiffness) values (0.1, 0.25, 0.4, 0.5, 1, 5). In the folder Control_files_Basis_set you can find all the control files used in this quantification along with the corresponding basis set (metabolites/simulated using NMRScopeB from jMRUI and in vivo parameters + full MM spectrum).",https://doi.org/10.5281/zenodo.3904443,2021-06-23,https://zenodo.org/record/3904443#.YaaZdU7MKUl,Spectra_hippocampus(rat)_TE02.rar
149858,CA2AFDEC-AA21-4C91-A65E-25F38FDB0F7B,Comparison of whole-mouse brain data acquired from a CLARITY-cleared VIP-tdTomato mouse with and without ASLM mode engaged,Data was deposited to the Image Data Resource (http://idr.openmicroscopy.org) under accession number idr0066.,https://doi.org/10.1038/ s41592-019-0554-0,2019-09-17,http://idr.openmicroscopy.org,Image Data Resource
